"svc_cde","svc_nme","trade_cde","tradelane_cde","svc_type","eff_start_iodt","eff_end_iodt","svc_id","ssm_svc_id","voy_assgn_to","rec_cre_iodt","rec_cre_by","rec_upd_iodt","rec_upd_by","oa_cmn_cde","rec_cre_ts"
LPA,JAPAN SINGAPORE EXPRESS EXPIRED,AET,AEC,Trunk Vessel,"20091125000000.000","20120513000000.000",194,,,"20120722105122.712",,"20130315012725.488",,,"20221211211512.000052"
LPB,NORTH CHINA EUROPEAN EXPRESS EXPIRED,AET,AEC,Trunk Vessel,"20091125000000.000","20120518000000.000",195,,,"20120722105123.703",,"20130315012725.889",,,"20221211211512.000052"
LPC,ASIA EUROPEN EXPRESS EXPIRED,AET,AEC,Trunk Vessel,"20091125000000.000","20120504000000.000",196,,,"20120722105124.293",,"20130315012726.157",,,"20221211211512.000053"
WNWX,WINTER NORTH WEST EXPRESS EXPIRED,TPT,TPP,Trunk Vessel,"20091210000000.000","20161231000000.000",197,10205,Entire Service,"20120722105124.713",,"20170301070040.194",LIJO2,,"20221211211512.000053"
KTP,KOREA TAIWAN PHILIPPINES SERVICE,IAT,IAT,EINT Feeder,"20100101000000.000","20100705000000.000",198,,,"20120722105124.895",,"20130315012726.609",,,"20221211211512.000053"
LKX,LAEMCHABANG KAOSHIUNG EXPRESS SERVICE,IAT,IAT,EINT Feeder,"20100201000000.000","20101001000000.000",199,,,"20120722105125.044",,"20130315012726.854",,,"20221211211512.000053"
LPD,NORTH SOUTH CHINA EXPRESS EXPIRED,AET,AEC,Trunk Vessel,"20100301000000.000","20120220000000.000",200,10208,Entire Service,"20120722105125.695",,"20170301035656.466",LIJO2,,"20221211211512.000053"
BNWX,LPB NWX PENDULUM SERVICE,AET,AEC,Trunk Vessel,"20100301000000.000","20100320000000.000",201,,,"20120722105126.416",,"20130315012727.368",,,"20221211211512.000053"
BHF,BOHAI FEEDER,TPT,TPP,Trunk Vessel,"20100401000000.000","20171007000000.000",202,10210,Entire Service,"20120722105126.722",,"20171006150001.112",IR4_ITS,,"20221211211512.000053"
CTV,CHINA THAILAND VIETNAM SERVICE,IAT,IAT,EINT Feeder,"20100401000000.000","20110425000000.000",203,,,"20120722105127.142",,"20130315012727.794",,,"20221211211512.000053"
RBX,RBX ROTTERDAM BELFAST EXPIRED,IET,IET,Public Feeder,"20100401000000.000","20220818000000.000",204,10212,Entire Service,"20120722105127.274",,"20220818080200.460","1041",,"20221211211512.000053"
FRX,RED SEA SERVICE,IAT,IAT,EINT Feeder,"20100501000000.000","20120301000000.000",205,,,"20120722105127.794",,"20130315012728.110",,,"20221211211512.000053"
BSS,BELAWAN STRAIT SERVICE,IAT,IAT,FINT,"20100701000000.000","20271231000000.000",206,10215,Entire Service,"20120722105128.028",,"20221211130001.641",IR4_ITS,,"20221211211512.000053"
AES,ATLANTIC EXPRESS SHUTTLE,TAT,TAN,Trunk Vessel,"20100101000000.000","20121231000000.000",208,10226,Entire Service,"20120722105128.998",,"20170301060050.165",LIJO2,,"20221211211512.000053"
AAX,AUSTRALIA TO SOUTH EAST ASIA SERVICE,AUT,AUT,Trunk Vessel,"20100810000000.000","20120922000000.000",209,10218,Entire Service,"20120722105129.576",,"20170601093049.166",ZHANGJO2,,"20221211211512.000053"
KJS,KAOHSIUNG JAPAN SERVICE,IAT,IAT,EINT (Ext),"20101001000000.000","20110130000000.000",210,,,"20120722105129.950",,"20130315012729.145",,,"20221211211512.000053"
SGX1,SOUTHAMPTON GOTHENBURG SERVICE,IET,IET,Feeder,"20101001000000.000","20101010000000.000",211,,,"20120722105130.118",,"20130315012729.006",,,"20221211211512.000053"
CVX,CHENNAI VIZAG EXPRESS SERVICE,IAT,IAT,EINT Feeder,"20101101000000.000","20111130000000.000",212,,,"20120722105131.011",,"20130315012729.313",,,"20221211211512.000053"
CPI,CHINA PHILIPPINES INDONESIA SERVICE,IAT,IAT,EINT Feeder,"20101201000000.000","20110930000000.000",213,,,"20120722105131.636",,"20130315012729.480",,,"20221211211512.000053"
IPE,INDIA PAKISTAN EUROPE SERVICE EXPIRED,AET,AEC,Trunk Vessel,"20110130000000.000","20130528000000.000",214,,,"20120722105133.029",,"20130912183016.731",,,"20221211211512.000053"
AGM,ATLANTIC GULF MEXICO SERVICE,TAT,TAN,Trunk Vessel,"20110202000000.000","20170531000000.000",215,10225,Sector,"20120722105134.230",,"20180913031820.495","1041",,"20221211211512.000053"
CHL,CHINA HOCHIMINH LAEM CHANBANG SERVICE,IAT,IAT,EINT,"20110301000000.000","20271231000000.000",217,10229,Entire Service,"20120722105136.182",,"20221211130001.310",IR4_ITS,,"20221211211512.000054"
HHK,HOCHIMINH HONG KONG SERVICE,IAT,IAT,EINT Feeder,"20110301000000.000","20110921000000.000",218,,,"20120722105136.328",,"20130315012731.138",,,"20221211211512.000054"
SCE2,SOUTH CHINA EAST COAST EXPRESS 2,TPT,TPA,Trunk Vessel,"20110415000000.000","20121220000000.000",219,,,"20120722105137.308",,"20130315012731.417",,,"20221211211512.000054"
SCS,SOUTH CHINA SOUTH EAST ASIA SERVICE,IAT,IAT,EINT Feeder,"20110427000000.000","20110929000000.000",220,,,"20120722105137.652",,"20130315012731.581",,,"20221211211512.000054"
PAUS,AUSTRALIA,AUT,AUS,Public Feeder,"20110429000000.000","20251231000000.000",221,10234,Entire Service,"20120722105138.018",,"20221211130001.787",IR4_ITS,,"20221211211512.000054"
SE1,SOUTH EAST ASIA 1 EXPIRED,TPT,TPP,Trunk Vessel,"20140220000000.000","20150630000000.000",481,10317,Entire Service,"20140220030138.293",QIANFE,"20150701030711.591",SHENHE,,"20221211211512.000054"
NP2,NORTH PACIFIC 2 EXPIRED,TPT,TPP,Trunk Vessel,"20140220000000.000","20170515000000.000",484,10320,Entire Service,"20140220030852.611",XUJE7,"20170522051218.419",SHENHE,,"20221211211512.000054"
SE3,SOUTH EAST ASIA 3 EXPIRED,TPT,TPP,Trunk Vessel,"20140220000000.000","20170518000000.000",485,10321,Entire Service,"20140220030852.660",QIANFE,"20170522050814.751",SHENHE,,"20221211211512.000054"
ME2,MIDDLE EAST LOOP 2,IAT,IAT,EINT Feeder,"20170201000000.000","20180830000000.000",2401,10462,Sector,"20161205070952.172",DAIDE,"20180829150001.068",IR4_ITS,MEA2,"20221211211512.000054"
RP2,REPOSITIONING,IET,IET,Trunk Vessel,"20170511000000.000","20181231000000.000",2761,10495,Entire Service,"20170511084041.603",XUJE7,"20181230150000.402",IR4_ITS,,"20221211211512.000054"
CIA,COSCO ISRAEL ADRIATIC,IET,SES,Public Feeder,"20180118000000.000","20231231000000.000",30921,10520,Entire Service,"20180118024308.704",XUJE7,"20221211130001.574",IR4_ITS,,"20221211211512.000054"
WAX2,FAR EAST WEST AFRICA EXPRESS SERVICE 2,IAT,IAT,EINT Feeder,"20180919000000.000","20181005000000.000",92922,1054409,Entire Service,"20180919075953.717","1041","20181004150002.360",IR4_ITS,,"20221211211512.000054"
PSAF,IN OUT OF SOUTH AFRICA KENYA TANZANIA,LAT,ASA,Public Feeder,"20200618000000.000","20251231000000.000",244921,1066300,Entire Service,"20200618060612.245","1041","20221211130001.675",IR4_ITS,,"20221211211512.000054"
MWAX,WEST MEDITERRANEAN WEST AFRICA,LAT,EUA,Trunk Vessel,"20190301000000.000","20231231000000.000",318921,1072300,Entire Service,"20210920011948.441","1041","20221211130000.505",IR4_ITS,,"20221211211512.000054"
EAX1,ASIA EAST AFRICA EXPRESS SERVICE 1,LAT,AEA,Trunk Vessel,"20180901000000.000","20251231000000.000",74923,1054104,Entire Service,"20180905054442.585","1041","20221211130000.967",IR4_ITS,,"20221211211512.000054"
EAX2,ASIA EAST AFRICA EXPRESS SERVICE 2 EXPIRED,IAT,IAT,EINT Feeder,"20180901000000.000","20181205000000.000",74924,1054105,Entire Service,"20180905054530.254","1041","20190218030502.612","1041",,"20221211211512.000054"
BSM,BLACK SEA AND MARMARA FEEDER SERVICE,IET,SES,Public Feeder,"20181128000000.000","20201031000000.000",130921,1055701,Entire Service,"20181128024914.452","1041","20201030150001.014",IR4_ITS,,"20221211211512.000054"
HPH7,HAIPHONG FEEDER SERVICE 7,IAT,IAT,FINT,"20220101000000.000","20220525000000.000",358921,1074400,Entire Service,"20211230052248.147","1041","20220526093048.189","1041",,"20221211211512.000054"
SBE5,SCAN BALTIC EXPRESS E5 EXPIRED,IET,NEN,EINT,"20220412000000.000","20220506000000.000",376921,1075900,Entire Service,"20220412110224.188","1041","20220818081948.515","1041",,"20221211211512.000054"
KTX5,KTX SERVICE 5,IAT,IAT,EINT,"20120901000000.000","20251231000000.000",222,10279,Entire Service,"20120910053819.052",,"20221211130001.552",IR4_ITS,,"20221211211512.000055"
CTX,CENTRAL CHINA TAIWAN EXPRESS SERVICE,IAT,IAT,EINT Feeder,"20130701000000.000","20130901000000.000",223,10298,Entire Service,"20130703050332.652",,"20170601093112.696",XIERO,,"20221211211512.000055"
SBY,NEW SURABAYA SERVICE,IAT,IAT,FINT,"20080801000000.000","20211231000000.000",172,10179,Entire Service,"20120722105113.254",,"20211230150000.903",IR4_ITS,,"20221211211512.000055"
HKG2,HONG KONG FEEDER SERVICE,IAT,IAT,Barge service,"20140801000000.000","20140811000000.000",722,10351,Entire Service,"20140808020917.131",XINNO,"20140811063500.217",XINNO,,"20221211211512.000055"
AIM,ASIA INDIA MIDDLE EAST SERVICE,IAT,IAT,EINT Feeder,"20061101000000.000","20090301000000.000",109,10113,Entire Service,"20120722105009.893",,"20170301035114.875",LIJO2,,"20221211211512.000055"
A3S,SOUTHERN EXPRESS,AUT,AUS,Trunk Vessel,"20160101000000.000","20271231000000.000",2022,10438,Entire Service,"20160818061453.636",ZHANGJO2,"20221211130000.873",IR4_ITS,,"20221211211512.000055"
AE2,AE2 AISA EUROPE DIRECT EXPIRED,AET,AEC,Trunk Vessel,"20050101000000.000","20121231000000.000",79,10081,Entire Service,"20120722104947.399",,"20170301061535.949",LIJO2,,"20221211211512.000055"
CSE,CHINA SOUTH EAST ASIA SERVICE,IAT,IAT,EINT Feeder,"20110504000000.000","20111205000000.000",224,,,"20120722105138.261",,"20130315012732.026",,,"20221211211512.000055"
AEA3,NORTH EAST ASIA AUSTRALIA EXPRESS,AUT,AUT,Trunk Vessel,"20110501000000.000","20170703000000.000",225,10236,Entire Service,"20120722105139.203",,"20170703004223.307",ZHANGJO2,,"20221211211512.000055"
AEA4,SAS,AUT,AUT,Trunk Vessel,"20110501000000.000","20161110000000.000",226,10237,Entire Service,"20120722105139.626",,"20170601092033.932",ZHANGJO2,,"20221211211512.000055"
AAW,WASCO,AUT,AUT,Trunk Vessel,"20110610000000.000","20170514000000.000",227,10239,Entire Service,"20120722105139.726",,"20170522071050.981",ZHANGJO2,,"20221211211512.000055"
MSS2,MADRAS STRAITS SERVICE 2,IAT,IAT,EINT Feeder,"20110701000000.000","20130926000000.000",228,10240,Entire Service,"20120722105140.017",,"20170601094519.752",XIERO,,"20221211211512.000055"
NE4,NORTH EUROPE EXPRESS SERVICE EXPIRED,AET,AEC,Trunk Vessel,"20110708000000.000","20120115000000.000",229,,,"20120722105140.574",,"20130315012733.588",,,"20221211211512.000055"
MAX3,MIDDLE EAST ASIA EXPRESS 3,IAT,IAT,EINT Feeder,"20110711000000.000","20111215000000.000",230,,,"20120722105141.041",,"20130315012733.849",,,"20221211211512.000055"
NCS,NHAVA SHEVA CHINA SERVICE,IAT,IAT,EINT (Ext),"20110809000000.000","20121231000000.000",231,10243,Entire Service,"20120722105141.544",,"20150320025002.545",XUJE7,,"20221211211512.000055"
HHK2,HOCHIMINH HONG KONG SERVICE 2,IAT,IAT,EINT Feeder,"20110901000000.000","20140126000000.000",232,10244,Entire Service,"20120722105141.645",,"20170601093200.395",XIERO,,"20221211211512.000055"
CSX2,CALCUTTA SINGAPORE EXPRESS 2,IAT,IAT,EINT Feeder,"20110920000000.000","20170424000000.000",233,10245,Entire Service,"20120722105141.788",,"20170522063825.978",ZHANGJO2,,"20221211211512.000055"
SNX,SWEDEN NORWAY EXPRESS EXPIRED,IET,IET,Feeder,"20111007000000.000","20120512000000.000",234,,,"20120722105142.053",,"20130315012734.334",,,"20221211211512.000055"
LCS,LAEM CHABANG CHINA SERVICE,IAT,IAT,EINT Feeder,"20111101000000.000","20140827000000.000",235,10247,Entire Service,"20120722105142.289",,"20140828065558.063",XINNO,,"20221211211512.000056"
VTX,VIETNAM EXPRESS,TPT,TPP,Trunk Vessel,"20111118000000.000","20140521000000.000",236,10248,Entire Service,"20120722105142.483",,"20140522061436.107",QIANFE,,"20221211211512.000056"
NZN,NEW ZEALAND NORTHEAST ASIA EXPRESS,AUT,AUT,Trunk Vessel,"20111115000000.000","20141231000000.000",237,10249,Sector,"20120722105143.045",,"20170601092244.299",ZHANGJO2,,"20221211211512.000056"
HPH3,HAIPHONG FEEDER SERVICE 3,IAT,IAT,FINT,"20111208000000.000","20251231000000.000",238,10250,Entire Service,"20120722105143.274",,"20221211130000.461",IR4_ITS,,"20221211211512.000056"
NZS,NEW ZEALAND SOUTHEAST ASIA EXPRESS,AUT,NZL,Trunk Vessel,"20111201000000.000","20251231000000.000",239,10252,Sector,"20120722105143.829",,"20221211130000.997",IR4_ITS,,"20221211211512.000056"
HJS,HOCHIMINH JAPAN SERVICE,IAT,IAT,EINT Feeder,"20111220000000.000","20130921000000.000",240,10253,Entire Service,"20120722105144.235",,"20170601093247.449",XIERO,,"20221211211512.000056"
SNX2,SWEDEN NORWAY EXPRESS 2 EXPIRED,IET,IET,Feeder,"20120101000000.000","20120309000000.000",241,,,"20120722105144.740",,"20130315012735.557",,,"20221211211512.000056"
SNX3,SWEDEN NORWAY EXPRESS 3,IET,NEN,EINT,"20120118000000.000","20251231000000.000",242,10256,Entire Service,"20120722105145.077",,"20221211130001.825",IR4_ITS,,"20221211211512.000056"
AAB,BOOMERANG SERVICE,AUT,AUT,Trunk Vessel,"20120101000000.000","20131231000000.000",243,10257,Entire Service,"20120722105145.356",,"20170301032907.732",LIJO2,,"20221211211512.000056"
LP5,ASIA NORTH EUROPE SERVICE,AET,AEC,Trunk Vessel,"20120208000000.000","20170701000000.000",244,10258,Entire Service,"20120722105146.462",,"20170630150000.809",IR4_ITS,,"20221211211512.000056"
LP6,ASIA NORTH EUROPE SERVICE EXPIRED,AET,AEC,Trunk Vessel,"20120208000000.000","20161231000000.000",245,10259,Entire Service,"20120722105147.639",,"20170601093648.205",XUJE7,,"20221211211512.000056"
LP7,ASIA NORTH EUROPE SERVICE,AET,AEC,Trunk Vessel,"20120201000000.000","20170701000000.000",246,10260,Entire Service,"20120722105148.669",,"20170630150002.276",IR4_ITS,,"20221211211512.000056"
LP1,ASIA NORTH EUROPE SERVICE,AET,AEC,Trunk Vessel,"20120201000000.000","20170701000000.000",247,10261,Entire Service,"20120722105150.078",,"20170630150000.958",IR4_ITS,,"20221211211512.000056"
LP3,ASIA NORTH EUROPE SERVICE  EXPIRED,AET,AEC,Trunk Vessel,"20120201000000.000","20161216000000.000",248,10262,Entire Service,"20120722105151.506",,"20161215064704.916",ZHAOGA2,,"20221211211512.000056"
LP4,ASIA NORTH EUROPE SERVICE,AET,AEC,Trunk Vessel,"20120201000000.000","20170701000000.000",249,10263,Entire Service,"20120722105152.471",,"20170630150002.327",IR4_ITS,,"20221211211512.000056"
AAC,CAPRICORN SERVICE,AUT,AUT,Trunk Vessel,"20120201000000.000","20131231000000.000",250,10264,Sector,"20120722105152.839",,"20170301032618.429",LIJO2,,"20221211211512.000056"
CBS,CHINA BANGKOK SERVICE,IAT,IAT,EINT (Ext),"20120201000000.000","20131223000000.000",251,10265,Entire Service,"20120722105153.259",,"20170601092843.262",XIERO,,"20221211211512.000056"
TLX,TURKEY LEVANT X PRESS EXPIRED,IET,IET,Public Feeder,"20120201000000.000","20120503000000.000",252,,,"20120722105153.567",,"20130315012738.200",,,"20221211211512.000056"
JPX,JAPAN EXPRESS SERVICE,TPT,TPP,Trunk Vessel,"20120314000000.000","20301231000000.000",253,10267,Entire Service,"20120722105154.101",,"20221211130000.729",IR4_ITS,,"20221211211512.000056"
CIX3,CHINA INDIA EXPRESS 3,IAT,IAT,EINT,"20120314000000.000","20271231000000.000",254,10268,Entire Service,"20120722105154.734",,"20221211130001.181",IR4_ITS,,"20221211211512.000056"
QNG,QNG,IAT,IAT,EINT Feeder,"20120301000000.000","20120516000000.000",255,,,"20120722105154.882",,"20130425010449.290",,,"20221211211512.000056"
XHK,XHK,IAT,IAT,EINT Feeder,"20120301000000.000","20130630000000.000",256,10270,Entire Service,"20120722105155.146",,"20170601100520.438",XIERO,,"20221211211512.000057"
YGN,YANGON FEEDER,IAT,IAT,FINT,"20120517000000.000","20151201000000.000",257,10272,Entire Service,"20120722105155.492",,"20151201083706.558",SONGLU,,"20221211211512.000057"
PCX,PANAMA COLOMBIA EXPRESS EXPIRED,TPT,TPA,Public Feeder,"20120525000000.000","20151006000000.000",258,10273,Entire Service,"20120722105155.706",,"20151009010359.865",SHENHE,,"20221211211512.000057"
DSX,DANISH SWEDISH EXPRESS,IET,NEN,Public Feeder,"20120531000000.000","20201001000000.000",259,10274,Entire Service,"20120722105201.874",,"20200930150001.421",IR4_ITS,,"20221211211512.000057"
YSS,YANGON STRAIT SHUTTLE,IAT,IAT,FINT,"20120501000000.000","20271231000000.000",260,10275,Entire Service,"20120722105202.306",,"20221211130001.218",IR4_ITS,,"20221211211512.000057"
GLX,GERMANY LITHUANIA EXPRESS EXPIRED,IET,IET,EINT Feeder,"20120629000000.000","20120918000000.000",261,,,"20120722105202.757",,"20130315012740.086",,,"20221211211512.000057"
KHT,KOREA HONGKONG THAILAND SERVICE,IAT,IAT,EINT Feeder,"20121029000000.000","20131002000000.000",262,10285,Entire Service,"20121029073846.188",,"20170601094323.593",XIERO,,"20221211211512.000057"
SVS,SINGAPORE VIETNAM EXPRESS 2,TPT,TPA,Trunk Vessel,"20130408000000.000","20170621000000.000",263,10294,Entire Service,"20130408051148.861",,"20170620150001.499",IR4_ITS,,"20221211211512.000057"
UFS2,EGYPT TURKEY 2 EXPIRED,IET,IET,Public Feeder,"20131001000000.000","20150520000000.000",264,10305,Entire Service,"20131004084417.774",,"20150429021821.767",XIERO,,"20221211211512.000057"
CHL2,CHINA HOCHIMIN LAEM CHABANG SERVICE 2,IAT,IAT,EINT,"20131101000000.000","20201231000000.000",321,10309,Entire Service,"20131111010520.489",,"20210202054600.471","1041",,"20221211211512.000057"
PHKG,PINT HONG KONG SOUTHERN CHINA,IAT,IAT,Public Feeder,"20000101000000.000","20251231000000.000",160,10167,Entire Service,"20120722105104.722",,"20221211130001.085",IR4_ITS,,"20221211211512.000057"
FI3,FAR EAST INDIAN SUBCONTINENT SERVICE,IAT,IAT,EINT,"20140130000000.000","20211231000000.000",421,10314,Sector,"20140130055358.423",SONGLU,"20211230150000.499",IR4_ITS,,"20221211211512.000057"
DMN,JEBEL ALI DAMMAM SHUTTLE,IAT,IAT,EINT (Ext),"20121001000000.000","20130202000000.000",265,10282,Entire Service,"20121011051531.255",,"20170601093113.653",XIERO,,"20221211211512.000057"
CMX,CHINA MIDDLE EAST SERVICE,IAT,IAT,EINT (Ext),"20130401000000.000","20170201000000.000",266,10293,Entire Service,"20130403074459.773",,"20170523022317.085",XIERO,,"20221211211512.000057"
EIX,EGYPT IZMIR XPRESS EXPIRED,IET,IET,Public Feeder,"20160106000000.000","20160630000000.000",1641,10416,Entire Service,"20160106040650.397",NIUGA,"20160705031144.352",XIERO,,"20221211211512.000057"
PAET,ASIA NORTH EUROPE SERVICE,AET,AEC,Trunk Vessel,"20161201000000.000","20170208000000.000",2521,10476,Entire Service,"20161215050750.047",ZHAOGA2,"20170209041403.357",ZHAOGA2,,"20221211211512.000057"
PVTN,PINT - VIETNAM,IAT,IAT,Public Feeder,"20010101000000.000","20251231000000.000",150,10177,Sector,"20120722105042.805",,"20221211130001.002",IR4_ITS,,"20221211211512.000057"
BHF2,BOHAI FEEDER 2,IAT,IAT,FINT,"20180822000000.000","20271231000000.000",68921,1054000,Sector,"20180822062200.298","1041","20221211130000.682",IR4_ITS,,"20221211211512.000057"
PCC3,PACIFIC CHINA CENTRAL 3 EXPIRED,TPT,TPP,Trunk Vessel,"20210101000000.000","20220102000000.000",288922,1069401,Entire Service,"20210129033912.107","1041","20220124091624.425","1041",,"20221211211512.000057"
CCG,CHENNAI COLOMBO COCHIN GULF SERVICE(EXPIRED),IAT,IAT,EINT Feeder,"20151215000000.000","20191117000000.000",1561,10412,Entire Service,"20151215024314.151",XIERO,"20191118070612.567","1041",,"20221211211512.000058"
WM1,ASIA WEST MED 1,AET,AWM,Trunk Vessel,"20170201000000.000","20251231000000.000",2501,10472,Entire Service,"20161208085750.391",XUJE7,"20221211130001.054",IR4_ITS,MED1,"20221211211512.000058"
GBP1,GERMAN BENELUX EXPRESS P,IET,NEN,EINT,"20201118000000.000","20251231000000.000",284921,1069100,Entire Service,"20201119054548.257","1041","20221211130000.632",IR4_ITS,,"20221211211512.000058"
SBH1,SCAN BALTIC EXPRESS H 1,IET,NEN,EINT,"20151223000000.000","20271231000000.000",1581,10413,Entire Service,"20151222114424.412",XIASE,"20221211130000.824",IR4_ITS,,"20221211211512.000058"
BHF1,BOHAI FEEDER,IAT,IAT,FINT,"20170901000000.000","20201231000000.000",4921,10505,Entire Service,"20170904055643.479",XIERO,"20210312025600.305","1041",,"20221211211512.000058"
TLA2,TRANSPACIFIC LATIN ATLANTIC 2,LAT,ALE,Trunk Vessel,"20190501000000.000","20251231000000.000",180921,1059201,Entire Service,"20190502022425.665","1041","20221211130000.368",IR4_ITS,,"20221211211512.000058"
PCN2,PACIFIC CHINA NORTH 2,TPT,TPP,Trunk Vessel,"20210913000000.000","20301231000000.000",332921,1072701,Entire Service,"20210929101424.178","1041","20221211130000.772",IR4_ITS,PSW12,"20221211211512.000058"
DSXC,DANISH SWEDISH EXPRESS LOOP C EXPIRED,IET,IET,Public Feeder,"20140325000000.000","20140916000000.000",581,10340,Entire Service,"20140402094156.029",XIERO,"20140917030401.727",XUJE7,,"20221211211512.000058"
DSXD,DANISH SWEDISH EXPRESS LOOP D EXPIERED,IET,IET,Public Feeder,"20140325000000.000","20140920000000.000",582,10341,Entire Service,"20140402094453.635",XIERO,"20140924055630.739",XIERO,,"20221211211512.000058"
DSXE,DANISH SWEDISH EXPRESS LOOP E EXPIRED,IET,IET,Public Feeder,"20140325000000.000","20140915000000.000",583,10342,Entire Service,"20140402094755.223",XIERO,"20140917030451.044",XUJE7,,"20221211211512.000058"
DSXF,DANISH SWEDISH EXPRESS LOOP F EXPIRED,IET,IET,Public Feeder,"20140325000000.000","20140915000000.000",584,10343,Entire Service,"20140402094956.312",XIERO,"20140917030512.075",XUJE7,,"20221211211512.000058"
HKG1,HONGKONG FEEDER SERVICE,IAT,IAT,Barge service,"20140801000000.000","20140811000000.000",721,10350,Entire Service,"20140808020432.442",XINNO,"20140811063458.739",XINNO,,"20221211211512.000058"
SBXB,SCAN BALTIC EXPRESS B EXPIRED,IET,IET,EINT Feeder,"20140822000000.000","20151201000000.000",762,10355,Entire Service,"20140822095627.917",XIERO,"20170523045534.441",XUJE7,,"20221211211512.000058"
SNU,SCOTLAND TO NETHERLANDS UNIFEEDER,IET,NEN,Public Feeder,"20140902000000.000","20231231000000.000",801,10362,Entire Service,"20140902013656.041",XUJE7,"20221211130001.706",IR4_ITS,,"20221211211512.000058"
SBC2,SCAN BALTIC EXPRESS C 2,IET,NEN,EINT,"20140822000000.000","20251231000000.000",881,10366,Entire Service,"20141002082354.797",XIASE,"20221211130001.071",IR4_ITS,,"20221211211512.000058"
ZFK1,XIAMEN KAOHSIUNG FUZHOU EXPRESS 1 EXPIRED,IAT,IAT,FINT,"20150326000000.000","20170124000000.000",1061,10376,Entire Service,"20150326064638.154",XUJE7,"20170215080117.151",XIERO,,"20221211211512.000058"
SBE1,SCAN BALTIC EXPRESS E 1,IET,NEN,EINT,"20151027000000.000","20271231000000.000",1404,10402,Entire Service,"20151027045143.226",XUJE7,"20221211130001.050",IR4_ITS,,"20221211211512.000058"
UPS,UNIFEEDER PORTUGAL SERVICE EXPIRED,IET,IET,Public Feeder,"20160420000000.000","20170302000000.000",1781,10424,Entire Service,"20160420020035.026",NIUGA,"20170523051651.905",XUJE7,,"20221211211512.000058"
PNW2,PACIFIC NORTH WEST 2,TPT,TPP,Trunk Vessel,"20170101000000.000","20251231000000.000",2161,10446,Entire Service,"20161202053513.511",SHENHE,"20221211130001.222",IR4_ITS,PNW1,"20221211211512.000058"
PCC1,PACIFIC CHINA CENTRAL 1,TPT,TPP,Trunk Vessel,"20170101000000.000","20251231000000.000",2201,10448,Entire Service,"20161202060946.389",SHENHE,"20221211130001.600",IR4_ITS,PSW9,"20221211211512.000059"
ECC1,EAST COAST CHINA 1,TPT,TPA,Trunk Vessel,"20170101000000.000","20260301000000.000",2221,10449,Entire Service,"20161202071538.774",XINNO,"20221211130001.194",IR4_ITS,USEC5,"20221211211512.000059"
ATM1,ATLANTIC MEDITERRANEAN EXPRESS,TAT,TAM,Trunk Vessel,"20170101000000.000","20260301000000.000",2301,10457,Entire Service,"20161202080133.083",XINNO,"20221211130001.804",IR4_ITS,,"20221211211512.000059"
SBJ2,SCAN BALTIC EXPRESS J EXPIRED,IET,IET,EINT Feeder,"20170116000000.000","20180306000000.000",2562,10479,Entire Service,"20170116052548.723",XUJE7,"20181030124531.609","1041",,"20221211211512.000059"
FCS,FAR EAST CHENNAI SERVICE,IAT,IAT,EINT,"20171025000000.000","20271231000000.000",10921,10508,Entire Service,"20171025050322.055",XIERO,"20221211130000.513",IR4_ITS,,"20221211211512.000059"
CPX2,CHINA PAKISTAN EXPRESS 2,IAT,IAT,EINT,"20171111000000.000","20201231000000.000",16921,10512,Entire Service,"20171109050046.648",DAIDE,"20210202054300.349","1041",,"20221211211512.000059"
KTX7,JAPAN VIETNAM SERVICE,IAT,IAT,EINT,"20171201000000.000","20211231000000.000",22921,10515,Entire Service,"20171201051014.280",XIERO,"20211230150000.543",IR4_ITS,,"20221211211512.000059"
SBN1,SCAN BALTIC EXPRESS N EXPIRED,IET,IET,EINT Feeder,"20180521000000.000","20180708000000.000",44921,10529,Entire Service,"20180523062533.461",XIERO,"20180707150001.864",IR4_ITS,,"20221211211512.000059"
PGUZ,CROSS REGION SHUTTLE FEEDER SERVICE,IAT,IAT,Public Feeder,"20180601000000.000","20251231000000.000",52921,10533,Entire Service,"20180611092818.733",LUMANLE,"20221211130001.020",IR4_ITS,,"20221211211512.000059"
LSF2,LAEM CHABANG SINGAPORE FEEDER SERVICE 2 EXPIRED,IAT,IAT,FINT,"20180730000000.000","20190401000000.000",64921,1053700,Sector,"20180725025542.096","1041","20190401053932.222","1041",,"20221211211512.000059"
SAF1,SOUTH AFRICA SERVICE 1,LAT,ASA,Trunk Vessel,"20180918000000.000","20231231000000.000",110921,1054707,Entire Service,"20181004033730.965","1041","20221211130001.279",IR4_ITS,,"20221211211512.000059"
SBK2,SCAN BALTIC EXPRESS K 2,IET,NEN,EINT,"20181023000000.000","20271231000000.000",116921,1055001,Entire Service,"20181023090430.848","1041","20221211130000.449",IR4_ITS,,"20221211211512.000059"
GBG1,GERMAN BENELUX EXPRESS G,IET,NEN,EINT,"20190416000000.000","20241231000000.000",160921,1058600,Entire Service,"20190416020955.373","1041","20221211130001.623",IR4_ITS,,"20221211211512.000059"
GBA1,GERMAN BENELUX EXPRESS A,IET,NEN,EINT,"20190416000000.000","20241231000000.000",160922,1058601,Entire Service,"20190416021725.596","1041","20221211130000.565",IR4_ITS,,"20221211211512.000059"
